Day,High(°F),Low(°F),Precip.month(inch),Precip.year(inch),Snowmonth(inch),Snowyear(inch),State,Precip.(inch),Snow(inch),Snowdepth(inch)
17 oct,72.9,47.3,2.05,45.55,0,0.39,Climate Addison - Alabama,NA,NA,NA
18 oct,72.6,46.9,2.17,45.67,0,0.39,Climate Addison - Alabama,NA,NA,NA
19 oct,72.4,46.6,2.28,45.79,0,0.39,Climate Addison - Alabama,NA,NA,NA
20 oct,72.1,46.3,2.4,45.91,0,0.39,Climate Addison - Alabama,NA,NA,NA
21 oct,71.8,45.9,2.52,46.02,0,0.39,Climate Addison - Alabama,NA,NA,NA
22 oct,71.5,45.6,2.64,46.14,0,0.39,Climate Addison - Alabama,NA,NA,NA
23 oct,71.2,45.3,2.76,46.26,0,0.39,Climate Addison - Alabama,NA,NA,NA
24 oct,71,45,2.87,46.38,0,0.39,Climate Addison - Alabama,NA,NA,NA
25 oct,70.7,44.7,2.99,46.5,0,0.39,Climate Addison - Alabama,NA,NA,NA
26 oct,70.4,44.5,3.15,46.65,0,0.39,Climate Addison - Alabama,NA,NA,NA
27 oct,70.1,44.2,3.27,46.77,0,0.39,Climate Addison - Alabama,NA,NA,NA
28 oct,69.8,43.9,3.39,46.93,0,0.39,Climate Addison - Alabama,NA,NA,NA
29 oct,69.5,43.7,3.5,47.05,0,0.39,Climate Addison - Alabama,NA,NA,NA
30 oct,69.2,43.4,3.62,47.17,0,0.39,Climate Addison - Alabama,NA,NA,NA
31 oct,68.9,43.2,3.78,47.28,0,0.39,Climate Addison - Alabama,NA,NA,NA
1 nov,68.6,42.9,0.16,47.4,0,0.39,Climate Addison - Alabama,NA,NA,NA
2 nov,68.3,42.7,0.28,47.56,0,0.39,Climate Addison - Alabama,NA,NA,NA
3 nov,68,42.5,0.43,47.72,0,0.39,Climate Addison - Alabama,NA,NA,NA
4 nov,67.6,42.2,0.55,47.83,0,0.39,Climate Addison - Alabama,NA,NA,NA
5 nov,67.3,42,0.71,47.99,0,0.39,Climate Addison - Alabama,NA,NA,NA
6 nov,67,41.8,0.87,48.15,0,0.39,Climate Addison - Alabama,NA,NA,NA
7 nov,66.6,41.6,1.02,48.31,0,0.39,Climate Addison - Alabama,NA,NA,NA
8 nov,66.3,41.4,1.18,48.46,0,0.39,Climate Addison - Alabama,NA,NA,NA
9 nov,65.9,41.2,1.34,48.58,0,0.39,Climate Addison - Alabama,NA,NA,NA
10 nov,65.6,41,1.5,48.78,0,0.39,Climate Addison - Alabama,NA,NA,NA
11 nov,65.2,40.7,1.65,48.94,0,0.39,Climate Addison - Alabama,NA,NA,NA
12 nov,64.8,40.5,1.81,49.09,0,0.39,Climate Addison - Alabama,NA,NA,NA
13 nov,64.5,40.3,1.97,49.25,0,0.39,Climate Addison - Alabama,NA,NA,NA
14 nov,64.1,40.1,2.13,49.41,0,0.39,Climate Addison - Alabama,NA,NA,NA
15 nov,63.7,39.9,2.28,49.57,0,0.39,Climate Addison - Alabama,NA,NA,NA
16 nov,63.3,39.7,2.48,49.76,0,0.39,Climate Addison - Alabama,NA,NA,NA
17 nov,62.9,39.4,2.68,49.92,0,0.39,Climate Addison - Alabama,NA,NA,NA
18 nov,62.5,39.2,2.83,50.12,0,0.39,Climate Addison - Alabama,NA,NA,NA
19 nov,62.1,39,3.03,50.31,0,0.39,Climate Addison - Alabama,NA,NA,NA
20 nov,61.6,38.8,3.23,50.51,0,0.39,Climate Addison - Alabama,NA,NA,NA
21 nov,61.2,38.5,3.39,50.67,0,0.39,Climate Addison - Alabama,NA,NA,NA
22 nov,60.8,38.3,3.58,50.87,0,0.39,Climate Addison - Alabama,NA,NA,NA
23 nov,60.4,38,3.74,51.02,0,0.39,Climate Addison - Alabama,NA,NA,NA
24 nov,60,37.8,3.9,51.18,0,0.39,Climate Addison - Alabama,NA,NA,NA
25 nov,59.5,37.6,4.09,51.38,0,0.39,Climate Addison - Alabama,NA,NA,NA
26 nov,59.1,37.3,4.29,51.57,0,0.39,Climate Addison - Alabama,NA,NA,NA
27 nov,58.7,37,4.45,51.73,0,0.39,Climate Addison - Alabama,NA,NA,NA
28 nov,58.3,36.8,4.65,51.93,0,0.39,Climate Addison - Alabama,NA,NA,NA
29 nov,57.8,36.5,4.84,52.13,0,0.39,Climate Addison - Alabama,NA,NA,NA
30 nov,57.4,36.3,5.04,52.32,0,0.39,Climate Addison - Alabama,NA,NA,NA
1 dec,57,36,0.2,52.52,0,0.39,Climate Addison - Alabama,NA,NA,NA
2 dec,56.6,35.7,0.39,52.72,0,0.39,Climate Addison - Alabama,NA,NA,NA
3 dec,56.2,35.4,0.55,52.91,0,0.39,Climate Addison - Alabama,NA,NA,NA
4 dec,55.8,35.2,0.79,53.11,0,0.39,Climate Addison - Alabama,NA,NA,NA
5 dec,55.4,34.9,0.94,53.31,0,0.39,Climate Addison - Alabama,NA,NA,NA
6 dec,55,34.6,1.14,53.46,0,0.39,Climate Addison - Alabama,NA,NA,NA
7 dec,54.7,34.4,1.34,53.66,0,0.39,Climate Addison - Alabama,NA,NA,NA
8 dec,54.3,34.1,1.54,53.86,0,0.39,Climate Addison - Alabama,NA,NA,NA
9 dec,54,33.8,1.73,54.06,0,0.39,Climate Addison - Alabama,NA,NA,NA
10 dec,53.6,33.5,1.97,54.29,0,0.39,Climate Addison - Alabama,NA,NA,NA
11 dec,53.3,33.3,2.17,54.49,0,0.39,Climate Addison - Alabama,NA,NA,NA
12 dec,53,33,2.36,54.72,0,0.39,Climate Addison - Alabama,NA,NA,NA
13 dec,52.7,32.7,2.6,54.92,0,0.39,Climate Addison - Alabama,NA,NA,NA
14 dec,52.4,32.5,2.8,55.12,0,0.39,Climate Addison - Alabama,NA,NA,NA
15 dec,52.1,32.2,2.99,55.31,0,0.39,Climate Addison - Alabama,NA,NA,NA
16 dec,51.9,32,3.19,55.51,0,0.39,Climate Addison - Alabama,NA,NA,NA
17 dec,51.6,31.7,3.35,55.71,0,0.39,Climate Addison - Alabama,NA,NA,NA
18 dec,51.4,31.5,3.54,55.87,0,0.39,Climate Addison - Alabama,NA,NA,NA
19 dec,51.2,31.3,3.74,56.06,0,0.39,Climate Addison - Alabama,NA,NA,NA
20 dec,51,31.1,3.9,56.22,0,0.39,Climate Addison - Alabama,NA,NA,NA
21 dec,50.8,30.8,4.09,56.42,0,0.39,Climate Addison - Alabama,NA,NA,NA
22 dec,50.6,30.6,4.29,56.61,0,0.39,Climate Addison - Alabama,NA,NA,NA
23 dec,50.4,30.4,4.49,56.81,0,0.39,Climate Addison - Alabama,NA,NA,NA
24 dec,50.3,30.2,4.65,56.97,0,0.39,Climate Addison - Alabama,NA,NA,NA
25 dec,50.2,30.1,4.84,57.17,0,0.39,Climate Addison - Alabama,NA,NA,NA
26 dec,50.1,29.9,5.04,57.36,0,0.39,Climate Addison - Alabama,NA,NA,NA
27 dec,50,29.7,5.2,57.56,0,0.39,Climate Addison - Alabama,NA,NA,NA
28 dec,49.9,29.6,5.39,57.72,0,0.39,Climate Addison - Alabama,NA,NA,NA
29 dec,49.8,29.4,5.55,57.87,0,0.39,Climate Addison - Alabama,NA,NA,NA
30 dec,49.7,29.3,5.75,58.07,0.12,0.51,Climate Addison - Alabama,NA,NA,NA
31 dec,49.7,29.2,5.91,58.23,0.12,0.51,Climate Addison - Alabama,NA,NA,NA
1 jan,53.6,34.3,0.16,0.16,0,0,Climate Addison - Alabama,NA,NA,NA
2 jan,53.6,34.2,0.28,0.28,0,0,Climate Addison - Alabama,NA,NA,NA
3 jan,53.6,34.1,0.43,0.43,0,0,Climate Addison - Alabama,NA,NA,NA
4 jan,53.5,34.1,0.59,0.59,0,0,Climate Addison - Alabama,NA,NA,NA
5 jan,53.5,34,0.75,0.75,0,0,Climate Addison - Alabama,NA,NA,NA
6 jan,53.5,34,0.87,0.87,0,0,Climate Addison - Alabama,NA,NA,NA
7 jan,53.5,33.9,1.02,1.02,0,0,Climate Addison - Alabama,NA,NA,NA
8 jan,53.6,33.9,1.18,1.18,0,0,Climate Addison - Alabama,NA,NA,NA
9 jan,53.6,33.9,1.34,1.34,0,0,Climate Addison - Alabama,NA,NA,NA
10 jan,53.6,33.9,1.5,1.5,0,0,Climate Addison - Alabama,NA,NA,NA
11 jan,53.7,33.9,1.65,1.65,0,0,Climate Addison - Alabama,NA,NA,NA
12 jan,53.7,33.9,1.81,1.81,0,0,Climate Addison - Alabama,NA,NA,NA
13 jan,53.8,33.9,1.97,1.97,0,0,Climate Addison - Alabama,NA,NA,NA
14 jan,53.8,33.9,2.17,2.17,0,0,Climate Addison - Alabama,NA,NA,NA
15 jan,53.9,33.9,2.32,2.32,0,0,Climate Addison - Alabama,NA,NA,NA
16 jan,54,33.9,2.52,2.52,0,0,Climate Addison - Alabama,NA,NA,NA
17 jan,54.1,34,2.68,2.68,0,0,Climate Addison - Alabama,NA,NA,NA
18 jan,54.2,34,2.87,2.87,0,0,Climate Addison - Alabama,NA,NA,NA
19 jan,54.3,34,3.07,3.07,0,0,Climate Addison - Alabama,NA,NA,NA
20 jan,54.4,34.1,3.27,3.27,0,0,Climate Addison - Alabama,NA,NA,NA
21 jan,54.5,34.2,3.46,3.46,0,0,Climate Addison - Alabama,NA,NA,NA
22 jan,54.7,34.2,3.62,3.62,0,0,Climate Addison - Alabama,NA,NA,NA
23 jan,54.8,34.3,3.82,3.82,0,0,Climate Addison - Alabama,NA,NA,NA
24 jan,54.9,34.4,4.02,4.02,0,0,Climate Addison - Alabama,NA,NA,NA
25 jan,55.1,34.5,4.17,4.17,0,0,Climate Addison - Alabama,NA,NA,NA
26 jan,55.2,34.6,4.37,4.37,0,0,Climate Addison - Alabama,NA,NA,NA
27 jan,55.4,34.7,4.57,4.57,0,0,Climate Addison - Alabama,NA,NA,NA
28 jan,55.5,34.8,4.76,4.76,0,0,Climate Addison - Alabama,NA,NA,NA
29 jan,55.7,34.9,4.96,4.96,0,0,Climate Addison - Alabama,NA,NA,NA
30 jan,55.9,35,5.16,5.16,0,0,Climate Addison - Alabama,NA,NA,NA
31 jan,56.1,35.1,5.31,5.31,0,0,Climate Addison - Alabama,NA,NA,NA
1 feb,56.2,35.3,0.24,5.55,0,0,Climate Addison - Alabama,NA,NA,NA
2 feb,56.4,35.4,0.43,5.75,0,0,Climate Addison - Alabama,NA,NA,NA
3 feb,56.6,35.5,0.63,5.98,0,0,Climate Addison - Alabama,NA,NA,NA
4 feb,56.8,35.7,0.87,6.18,0,0,Climate Addison - Alabama,NA,NA,NA
5 feb,57,35.9,1.06,6.38,0,0,Climate Addison - Alabama,NA,NA,NA
6 feb,57.2,36,1.22,6.57,0,0,Climate Addison - Alabama,NA,NA,NA
7 feb,57.5,36.2,1.46,6.77,0,0,Climate Addison - Alabama,NA,NA,NA
8 feb,57.7,36.4,1.65,6.97,0,0,Climate Addison - Alabama,NA,NA,NA
9 feb,57.9,36.5,1.85,7.17,0,0,Climate Addison - Alabama,NA,NA,NA
10 feb,58.1,36.7,2.05,7.36,0,0,Climate Addison - Alabama,NA,NA,NA
11 feb,58.4,36.9,2.24,7.56,0,0,Climate Addison - Alabama,NA,NA,NA
12 feb,58.6,37.1,2.44,7.8,0,0,Climate Addison - Alabama,NA,NA,NA
13 feb,58.8,37.3,2.68,7.99,0,0,Climate Addison - Alabama,NA,NA,NA
14 feb,59.1,37.5,2.87,8.23,0,0,Climate Addison - Alabama,NA,NA,NA
15 feb,59.3,37.7,3.11,8.43,0,0,Climate Addison - Alabama,NA,NA,NA
16 feb,59.6,37.9,3.31,8.62,0,0,Climate Addison - Alabama,NA,NA,NA
17 feb,59.8,38.1,3.5,8.86,0,0,Climate Addison - Alabama,NA,NA,NA
18 feb,60.1,38.3,3.7,9.06,0,0,Climate Addison - Alabama,NA,NA,NA
19 feb,60.3,38.5,3.9,9.25,0,0,Climate Addison - Alabama,NA,NA,NA
20 feb,60.6,38.7,4.13,9.45,0,0,Climate Addison - Alabama,NA,NA,NA
21 feb,60.9,39,4.33,9.65,0,0,Climate Addison - Alabama,NA,NA,NA
22 feb,61.1,39.2,4.53,9.84,0,0,Climate Addison - Alabama,NA,NA,NA
23 feb,61.4,39.4,4.72,10.08,0,0,Climate Addison - Alabama,NA,NA,NA
24 feb,61.6,39.6,4.92,10.28,0,0,Climate Addison - Alabama,NA,NA,NA
25 feb,61.9,39.9,5.12,10.47,0,0,Climate Addison - Alabama,NA,NA,NA
26 feb,62.2,40.1,5.35,10.67,0,0,Climate Addison - Alabama,NA,NA,NA
27 feb,62.4,40.3,5.55,10.87,0,0,Climate Addison - Alabama,NA,NA,NA
28 feb,62.7,40.6,5.75,11.06,0,0,Climate Addison - Alabama,NA,NA,NA
29 feb,62.8,40.7,0,0,0,0,Climate Addison - Alabama,NA,NA,NA
1 mar,63,40.8,0.16,11.22,0,0,Climate Addison - Alabama,NA,NA,NA
2 mar,63.2,41,0.31,11.42,0,0,Climate Addison - Alabama,NA,NA,NA
3 mar,63.5,41.3,0.47,11.57,0,0,Climate Addison - Alabama,NA,NA,NA
4 mar,63.8,41.5,0.67,11.73,0,0,Climate Addison - Alabama,NA,NA,NA
5 mar,64,41.7,0.83,11.89,0,0,Climate Addison - Alabama,NA,NA,NA
6 mar,64.3,41.9,0.98,12.09,0,0,Climate Addison - Alabama,NA,NA,NA
7 mar,64.5,42.2,1.14,12.24,0,0,Climate Addison - Alabama,NA,NA,NA
8 mar,64.8,42.4,1.34,12.4,0,0,Climate Addison - Alabama,NA,NA,NA
9 mar,65.1,42.6,1.46,12.56,0,0,Climate Addison - Alabama,NA,NA,NA
10 mar,65.3,42.8,1.61,12.72,0,0,Climate Addison - Alabama,NA,NA,NA
11 mar,65.6,43.1,1.77,12.83,0,0,Climate Addison - Alabama,NA,NA,NA
12 mar,65.8,43.3,1.93,12.99,0,0,Climate Addison - Alabama,NA,NA,NA
13 mar,66.1,43.5,2.09,13.15,0,0,Climate Addison - Alabama,NA,NA,NA
14 mar,66.3,43.7,2.2,13.27,0,0,Climate Addison - Alabama,NA,NA,NA
15 mar,66.6,43.9,2.32,13.43,0,0,Climate Addison - Alabama,NA,NA,NA
16 mar,66.8,44.2,2.44,13.54,0,0,Climate Addison - Alabama,NA,NA,NA
17 mar,67.1,44.4,2.6,13.66,0,0,Climate Addison - Alabama,NA,NA,NA
18 mar,67.3,44.6,2.76,13.82,0,0,Climate Addison - Alabama,NA,NA,NA
19 mar,67.6,44.8,2.87,13.98,0,0,Climate Addison - Alabama,NA,NA,NA
20 mar,67.8,45,3.03,14.09,0,0,Climate Addison - Alabama,NA,NA,NA
21 mar,68.1,45.2,3.15,14.21,0,0,Climate Addison - Alabama,NA,NA,NA
22 mar,68.3,45.4,3.27,14.37,0,0,Climate Addison - Alabama,NA,NA,NA
23 mar,68.6,45.6,3.43,14.49,0,0,Climate Addison - Alabama,NA,NA,NA
24 mar,68.8,45.8,3.54,14.61,0,0,Climate Addison - Alabama,NA,NA,NA
25 mar,69.1,46,3.66,14.76,0,0,Climate Addison - Alabama,NA,NA,NA
26 mar,69.3,46.2,3.82,14.88,0,0,Climate Addison - Alabama,NA,NA,NA
27 mar,69.5,46.4,3.94,15.04,0,0,Climate Addison - Alabama,NA,NA,NA
28 mar,69.8,46.6,4.09,15.16,0,0,Climate Addison - Alabama,NA,NA,NA
29 mar,70,46.8,4.21,15.31,0,0,Climate Addison - Alabama,NA,NA,NA
30 mar,70.3,47,4.33,15.43,0,0,Climate Addison - Alabama,NA,NA,NA
31 mar,70.5,47.2,4.49,15.55,0,0,Climate Addison - Alabama,NA,NA,NA
1 apr,70.7,47.5,0.16,15.71,0,0,Climate Addison - Alabama,NA,NA,NA
2 apr,71,47.7,0.28,15.83,0,0,Climate Addison - Alabama,NA,NA,NA
3 apr,71.2,47.9,0.39,15.94,0,0,Climate Addison - Alabama,NA,NA,NA
4 apr,71.5,48.1,0.51,16.06,0,0,Climate Addison - Alabama,NA,NA,NA
5 apr,71.7,48.3,0.63,16.18,0,0,Climate Addison - Alabama,NA,NA,NA
6 apr,72,48.5,0.75,16.34,0,0,Climate Addison - Alabama,NA,NA,NA
7 apr,72.2,48.7,0.91,16.46,0,0,Climate Addison - Alabama,NA,NA,NA
8 apr,72.5,49,1.02,16.57,0,0,Climate Addison - Alabama,NA,NA,NA
9 apr,72.7,49.2,1.14,16.69,0,0,Climate Addison - Alabama,NA,NA,NA
10 apr,72.9,49.4,1.3,16.85,0,0,Climate Addison - Alabama,NA,NA,NA
11 apr,73.2,49.6,1.42,16.97,0,0,Climate Addison - Alabama,NA,NA,NA
12 apr,73.4,49.9,1.57,17.13,0,0,Climate Addison - Alabama,NA,NA,NA
13 apr,73.7,50.1,1.69,17.24,0,0,Climate Addison - Alabama,NA,NA,NA
14 apr,73.9,50.4,1.85,17.4,0,0,Climate Addison - Alabama,NA,NA,NA
15 apr,74.2,50.6,1.97,17.52,0,0,Climate Addison - Alabama,NA,NA,NA
16 apr,74.4,50.9,2.13,17.68,0,0,Climate Addison - Alabama,NA,NA,NA
17 apr,74.7,51.1,2.24,17.8,0,0,Climate Addison - Alabama,NA,NA,NA
18 apr,74.9,51.4,2.36,17.91,0,0,Climate Addison - Alabama,NA,NA,NA
19 apr,75.2,51.7,2.52,18.07,0,0,Climate Addison - Alabama,NA,NA,NA
20 apr,75.4,51.9,2.64,18.19,0,0,Climate Addison - Alabama,NA,NA,NA
21 apr,75.7,52.2,2.76,18.35,0,0,Climate Addison - Alabama,NA,NA,NA
22 apr,75.9,52.5,2.91,18.46,0,0,Climate Addison - Alabama,NA,NA,NA
23 apr,76.2,52.8,3.03,18.58,0,0,Climate Addison - Alabama,NA,NA,NA
24 apr,76.4,53.1,3.15,18.7,0,0,Climate Addison - Alabama,NA,NA,NA
25 apr,76.6,53.4,3.27,18.82,0,0,Climate Addison - Alabama,NA,NA,NA
26 apr,76.9,53.6,3.39,18.94,0,0,Climate Addison - Alabama,NA,NA,NA
27 apr,77.1,53.9,3.5,19.09,0,0,Climate Addison - Alabama,NA,NA,NA
28 apr,77.4,54.3,3.62,19.21,0,0,Climate Addison - Alabama,NA,NA,NA
29 apr,77.6,54.6,3.78,19.33,0,0,Climate Addison - Alabama,NA,NA,NA
30 apr,77.8,54.9,3.9,19.45,0,0,Climate Addison - Alabama,NA,NA,NA
1 may,78.1,55.2,0.16,19.61,0,0,Climate Addison - Alabama,NA,NA,NA
2 may,78.3,55.5,0.28,19.72,0,0,Climate Addison - Alabama,NA,NA,NA
3 may,78.5,55.8,0.43,19.88,0,0,Climate Addison - Alabama,NA,NA,NA
4 may,78.8,56.1,0.55,20.04,0,0,Climate Addison - Alabama,NA,NA,NA
5 may,79,56.5,0.71,20.16,0,0,Climate Addison - Alabama,NA,NA,NA
6 may,79.2,56.8,0.83,20.28,0,0,Climate Addison - Alabama,NA,NA,NA
7 may,79.4,57.1,0.98,20.43,0,0,Climate Addison - Alabama,NA,NA,NA
8 may,79.6,57.4,1.1,20.55,0,0,Climate Addison - Alabama,NA,NA,NA
9 may,79.9,57.7,1.26,20.71,0,0,Climate Addison - Alabama,NA,NA,NA
10 may,80.1,58.1,1.38,20.83,0,0,Climate Addison - Alabama,NA,NA,NA
11 may,80.3,58.4,1.5,20.94,0,0,Climate Addison - Alabama,NA,NA,NA
12 may,80.5,58.7,1.61,21.06,0,0,Climate Addison - Alabama,NA,NA,NA
13 may,80.7,59,1.73,21.18,0,0,Climate Addison - Alabama,NA,NA,NA
14 may,80.9,59.3,1.89,21.34,0,0,Climate Addison - Alabama,NA,NA,NA
15 may,81.1,59.7,2.01,21.46,0,0,Climate Addison - Alabama,NA,NA,NA
16 may,81.3,60,2.17,21.61,0,0,Climate Addison - Alabama,NA,NA,NA
17 may,81.6,60.3,2.32,21.77,0,0,Climate Addison - Alabama,NA,NA,NA
18 may,81.8,60.6,2.44,21.93,0,0,Climate Addison - Alabama,NA,NA,NA
19 may,82,60.9,2.6,22.05,0,0,Climate Addison - Alabama,NA,NA,NA
20 may,82.2,61.2,2.76,22.2,0,0,Climate Addison - Alabama,NA,NA,NA
21 may,82.4,61.5,2.91,22.36,0,0,Climate Addison - Alabama,NA,NA,NA
22 may,82.6,61.8,3.07,22.52,0,0,Climate Addison - Alabama,NA,NA,NA
23 may,82.8,62.1,3.23,22.68,0,0,Climate Addison - Alabama,NA,NA,NA
24 may,83,62.4,3.39,22.83,0,0,Climate Addison - Alabama,NA,NA,NA
25 may,83.2,62.7,3.54,22.99,0,0,Climate Addison - Alabama,NA,NA,NA
26 may,83.4,63,3.7,23.15,0,0,Climate Addison - Alabama,NA,NA,NA
27 may,83.6,63.3,3.86,23.31,0,0,Climate Addison - Alabama,NA,NA,NA
28 may,83.8,63.5,4.02,23.46,0,0,Climate Addison - Alabama,NA,NA,NA
29 may,84,63.8,4.17,23.62,0,0,Climate Addison - Alabama,NA,NA,NA
30 may,84.2,64.1,4.33,23.78,0,0,Climate Addison - Alabama,NA,NA,NA
31 may,84.4,64.3,4.49,23.94,0,0,Climate Addison - Alabama,NA,NA,NA
1 jun,84.6,64.6,0.16,24.09,0,0,Climate Addison - Alabama,NA,NA,NA
2 jun,84.8,64.9,0.35,24.25,0,0,Climate Addison - Alabama,NA,NA,NA
3 jun,85,65.1,0.51,24.45,0,0,Climate Addison - Alabama,NA,NA,NA
4 jun,85.2,65.3,0.67,24.61,0,0,Climate Addison - Alabama,NA,NA,NA
5 jun,85.4,65.6,0.83,24.76,0,0,Climate Addison - Alabama,NA,NA,NA
6 jun,85.6,65.8,0.98,24.92,0,0,Climate Addison - Alabama,NA,NA,NA
7 jun,85.8,66,1.14,25.08,0,0,Climate Addison - Alabama,NA,NA,NA
8 jun,86,66.3,1.34,25.24,0,0,Climate Addison - Alabama,NA,NA,NA
9 jun,86.2,66.5,1.5,25.43,0,0,Climate Addison - Alabama,NA,NA,NA
10 jun,86.4,66.7,1.65,25.59,0,0,Climate Addison - Alabama,NA,NA,NA
11 jun,86.6,66.9,1.85,25.79,0,0,Climate Addison - Alabama,NA,NA,NA
12 jun,86.8,67.1,2.01,25.94,0,0,Climate Addison - Alabama,NA,NA,NA
13 jun,86.9,67.3,2.17,26.1,0,0,Climate Addison - Alabama,NA,NA,NA
14 jun,87.1,67.5,2.32,26.26,0,0,Climate Addison - Alabama,NA,NA,NA
15 jun,87.3,67.7,2.44,26.38,0,0,Climate Addison - Alabama,NA,NA,NA
16 jun,87.5,67.9,2.6,26.54,0,0,Climate Addison - Alabama,NA,NA,NA
17 jun,87.7,68.1,2.76,26.65,0,0,Climate Addison - Alabama,NA,NA,NA
18 jun,87.9,68.2,2.87,26.81,0,0,Climate Addison - Alabama,NA,NA,NA
19 jun,88,68.4,2.99,26.93,0,0,Climate Addison - Alabama,NA,NA,NA
20 jun,88.2,68.6,3.15,27.09,0,0,Climate Addison - Alabama,NA,NA,NA
21 jun,88.4,68.7,3.31,27.24,0,0,Climate Addison - Alabama,NA,NA,NA
22 jun,88.5,68.9,3.43,27.36,0,0,Climate Addison - Alabama,NA,NA,NA
23 jun,88.7,69,3.58,27.52,0,0,Climate Addison - Alabama,NA,NA,NA
24 jun,88.8,69.2,3.74,27.68,0,0,Climate Addison - Alabama,NA,NA,NA
25 jun,89,69.3,3.9,27.8,0,0,Climate Addison - Alabama,NA,NA,NA
26 jun,89.1,69.4,4.02,27.95,0,0,Climate Addison - Alabama,NA,NA,NA
27 jun,89.3,69.6,4.17,28.11,0,0,Climate Addison - Alabama,NA,NA,NA
28 jun,89.4,69.7,4.33,28.27,0,0,Climate Addison - Alabama,NA,NA,NA
29 jun,89.5,69.8,4.49,28.43,0,0,Climate Addison - Alabama,NA,NA,NA
30 jun,89.6,69.9,4.65,28.54,0,0,Climate Addison - Alabama,NA,NA,NA
1 jul,89.7,70,0.16,28.7,0,0,Climate Addison - Alabama,NA,NA,NA
2 jul,89.8,70.1,0.31,28.86,0,0,Climate Addison - Alabama,NA,NA,NA
3 jul,89.9,70.2,0.47,29.02,0,0,Climate Addison - Alabama,NA,NA,NA
4 jul,90,70.3,0.63,29.17,0,0,Climate Addison - Alabama,NA,NA,NA
5 jul,90.1,70.4,0.79,29.33,0,0,Climate Addison - Alabama,NA,NA,NA
6 jul,90.2,70.5,0.94,29.49,0,0,Climate Addison - Alabama,NA,NA,NA
7 jul,90.3,70.6,1.06,29.65,0,0,Climate Addison - Alabama,NA,NA,NA
8 jul,90.3,70.7,1.22,29.76,0,0,Climate Addison - Alabama,NA,NA,NA
9 jul,90.4,70.7,1.38,29.92,0,0,Climate Addison - Alabama,NA,NA,NA
10 jul,90.4,70.8,1.54,30.08,0,0,Climate Addison - Alabama,NA,NA,NA
11 jul,90.5,70.8,1.69,30.24,0,0,Climate Addison - Alabama,NA,NA,NA
12 jul,90.5,70.9,1.85,30.39,0,0,Climate Addison - Alabama,NA,NA,NA
13 jul,90.6,71,2.01,30.55,0,0,Climate Addison - Alabama,NA,NA,NA
14 jul,90.6,71,2.17,30.71,0,0,Climate Addison - Alabama,NA,NA,NA
15 jul,90.6,71,2.32,30.87,0,0,Climate Addison - Alabama,NA,NA,NA
16 jul,90.7,71.1,2.48,31.02,0,0,Climate Addison - Alabama,NA,NA,NA
17 jul,90.7,71.1,2.64,31.18,0,0,Climate Addison - Alabama,NA,NA,NA
18 jul,90.7,71.1,2.8,31.38,0,0,Climate Addison - Alabama,NA,NA,NA
19 jul,90.7,71.2,2.95,31.5,0,0,Climate Addison - Alabama,NA,NA,NA
20 jul,90.7,71.2,3.11,31.65,0,0,Climate Addison - Alabama,NA,NA,NA
21 jul,90.7,71.2,3.23,31.81,0,0,Climate Addison - Alabama,NA,NA,NA
22 jul,90.7,71.2,3.39,31.93,0,0,Climate Addison - Alabama,NA,NA,NA
23 jul,90.7,71.2,3.54,32.09,0,0,Climate Addison - Alabama,NA,NA,NA
24 jul,90.7,71.2,3.7,32.24,0,0,Climate Addison - Alabama,NA,NA,NA
25 jul,90.7,71.2,3.86,32.4,0,0,Climate Addison - Alabama,NA,NA,NA
26 jul,90.7,71.2,3.98,32.56,0,0,Climate Addison - Alabama,NA,NA,NA
27 jul,90.7,71.2,4.13,32.72,0,0,Climate Addison - Alabama,NA,NA,NA
28 jul,90.7,71.2,4.29,32.83,0,0,Climate Addison - Alabama,NA,NA,NA
29 jul,90.7,71.2,4.45,32.99,0,0,Climate Addison - Alabama,NA,NA,NA
30 jul,90.7,71.2,4.61,33.15,0,0,Climate Addison - Alabama,NA,NA,NA
31 jul,90.7,71.1,4.76,33.31,0,0,Climate Addison - Alabama,NA,NA,NA
1 aug,90.7,71.1,0.16,33.46,0,0,Climate Addison - Alabama,NA,NA,NA
2 aug,90.7,71.1,0.28,33.58,0,0,Climate Addison - Alabama,NA,NA,NA
3 aug,90.7,71.1,0.43,33.74,0,0,Climate Addison - Alabama,NA,NA,NA
4 aug,90.6,71,0.55,33.9,0,0,Climate Addison - Alabama,NA,NA,NA
5 aug,90.6,71,0.71,34.02,0,0,Climate Addison - Alabama,NA,NA,NA
6 aug,90.6,70.9,0.87,34.17,0,0,Climate Addison - Alabama,NA,NA,NA
7 aug,90.6,70.9,1.02,34.33,0,0,Climate Addison - Alabama,NA,NA,NA
8 aug,90.6,70.9,1.14,34.49,0,0,Climate Addison - Alabama,NA,NA,NA
9 aug,90.5,70.8,1.3,34.61,0,0,Climate Addison - Alabama,NA,NA,NA
10 aug,90.5,70.7,1.46,34.76,0,0,Climate Addison - Alabama,NA,NA,NA
11 aug,90.5,70.7,1.61,34.92,0,0,Climate Addison - Alabama,NA,NA,NA
12 aug,90.5,70.6,1.77,35.08,0,0,Climate Addison - Alabama,NA,NA,NA
13 aug,90.4,70.5,1.93,35.24,0,0,Climate Addison - Alabama,NA,NA,NA
